countID,weekID,parcode,counttype,countn,parish,date,year,month
1888976,1760/04,ANWS,buried,17,St Anne Soho,1760-01-02T00:00:00Z,1760,1
1888977,1760/04,CLED,buried,2,St Clement Danes,1760-01-02T00:00:00Z,1760,1
1888978,1760/04,GEHS,buried,16,St George Hanover Square,1760-01-02T00:00:00Z,1760,1
1888979,1760/04,JSFI,buried,20,St James Westminster,1760-01-02T00:00:00Z,1760,1
1888981,1760/04,MRGW,buried,13,St Margaret Westminster,1760-01-02T00:00:00Z,1760,1
1888982,1760/04,MITF,buried,16,St Martin in the Fields,1760-01-02T00:00:00Z,1760,1
1889287,1760/05,CLED,buried,11,St Clement Danes,1760-01-09T00:00:00Z,1760,1
1889288,1760/05,GEHS,buried,16,St George Hanover Square,1760-01-09T00:00:00Z,1760,1
1889289,1760/05,JSFI,buried,18,St James Westminster,1760-01-09T00:00:00Z,1760,1
1889290,1760/05,JEVW,buried,5,St John the Evangelist Westminster,1760-01-09T00:00:00Z,1760,1
1889291,1760/05,MRGW,buried,25,St Margaret Westminster,1760-01-09T00:00:00Z,1760,1
1889292,1760/05,MITF,buried,22,St Martin in the Fields,1760-01-09T00:00:00Z,1760,1
1889293,1760/05,MALS,buried,4,St Mary le Strand,1760-01-09T00:00:00Z,1760,1
1889295,1760/05,PCOV,buried,13,St Paul Covent Garden,1760-01-09T00:00:00Z,1760,1
1889596,1760/06,ANWS,buried,14,St Anne Soho,1760-01-16T00:00:00Z,1760,1
1889597,1760/06,CLED,buried,8,St Clement Danes,1760-01-16T00:00:00Z,1760,1
1889598,1760/06,GEHS,buried,14,St George Hanover Square,1760-01-16T00:00:00Z,1760,1
1889599,1760/06,JSFI,buried,27,St James Westminster,1760-01-16T00:00:00Z,1760,1
1889601,1760/06,MRGW,buried,17,St Margaret Westminster,1760-01-16T00:00:00Z,1760,1
1889602,1760/06,MITF,buried,24,St Martin in the Fields,1760-01-16T00:00:00Z,1760,1
1889906,1760/07,ANWS,buried,8,St Anne Soho,1760-01-23T00:00:00Z,1760,1
1889907,1760/07,CLED,buried,15,St Clement Danes,1760-01-23T00:00:00Z,1760,1
1889908,1760/07,GEHS,buried,15,St George Hanover Square,1760-01-23T00:00:00Z,1760,1
1889909,1760/07,JSFI,buried,17,St James Westminster,1760-01-23T00:00:00Z,1760,1
1889910,1760/07,JEVW,buried,12,St John the Evangelist Westminster,1760-01-23T00:00:00Z,1760,1
1889911,1760/07,MRGW,buried,25,St Margaret Westminster,1760-01-23T00:00:00Z,1760,1
1889912,1760/07,MITF,buried,23,St Martin in the Fields,1760-01-23T00:00:00Z,1760,1
1889913,1760/07,MALS,buried,4,St Mary le Strand,1760-01-23T00:00:00Z,1760,1
1890217,1760/08,CLED,buried,5,St Clement Danes,1760-01-30T00:00:00Z,1760,1
1890218,1760/08,GEHS,buried,15,St George Hanover Square,1760-01-30T00:00:00Z,1760,1
1890219,1760/08,JSFI,buried,21,St James Westminster,1760-01-30T00:00:00Z,1760,1
1890221,1760/08,MRGW,buried,22,St Margaret Westminster,1760-01-30T00:00:00Z,1760,1
1890222,1760/08,MITF,buried,25,St Martin in the Fields,1760-01-30T00:00:00Z,1760,1
1890225,1760/08,PCOV,buried,16,St Paul Covent Garden,1760-01-30T00:00:00Z,1760,1
1890526,1760/09,ANWS,buried,7,St Anne Soho,1760-02-06T00:00:00Z,1760,2
1890527,1760/09,CLED,buried,7,St Clement Danes,1760-02-06T00:00:00Z,1760,2
1890528,1760/09,GEHS,buried,16,St George Hanover Square,1760-02-06T00:00:00Z,1760,2
1890529,1760/09,JSFI,buried,6,St James Westminster,1760-02-06T00:00:00Z,1760,2
1890530,1760/09,JEVW,buried,7,St John the Evangelist Westminster,1760-02-06T00:00:00Z,1760,2
1890531,1760/09,MRGW,buried,11,St Margaret Westminster,1760-02-06T00:00:00Z,1760,2
1890532,1760/09,MITF,buried,24,St Martin in the Fields,1760-02-06T00:00:00Z,1760,2
1890836,1760/10,ANWS,buried,15,St Anne Soho,1760-02-13T00:00:00Z,1760,2
1890837,1760/10,CLED,buried,5,St Clement Danes,1760-02-13T00:00:00Z,1760,2
1890838,1760/10,GEHS,buried,14,St George Hanover Square,1760-02-13T00:00:00Z,1760,2
1890839,1760/10,JSFI,buried,23,St James Westminster,1760-02-13T00:00:00Z,1760,2
1890840,1760/10,JEVW,buried,5,St John the Evangelist Westminster,1760-02-13T00:00:00Z,1760,2
1890841,1760/10,MRGW,buried,25,St Margaret Westminster,1760-02-13T00:00:00Z,1760,2
1890842,1760/10,MITF,buried,25,St Martin in the Fields,1760-02-13T00:00:00Z,1760,2
1890843,1760/10,MALS,buried,7,St Mary le Strand,1760-02-13T00:00:00Z,1760,2
1891147,1760/11,CLED,buried,9,St Clement Danes,1760-02-20T00:00:00Z,1760,2
1891148,1760/11,GEHS,buried,15,St George Hanover Square,1760-02-20T00:00:00Z,1760,2
1891149,1760/11,JSFI,buried,17,St James Westminster,1760-02-20T00:00:00Z,1760,2
1891151,1760/11,MRGW,buried,12,St Margaret Westminster,1760-02-20T00:00:00Z,1760,2
1891152,1760/11,MITF,buried,26,St Martin in the Fields,1760-02-20T00:00:00Z,1760,2
1891456,1760/12,ANWS,buried,12,St Anne Soho,1760-02-27T00:00:00Z,1760,2
1891457,1760/12,CLED,buried,9,St Clement Danes,1760-02-27T00:00:00Z,1760,2
1891458,1760/12,GEHS,buried,16,St George Hanover Square,1760-02-27T00:00:00Z,1760,2
1891459,1760/12,JSFI,buried,18,St James Westminster,1760-02-27T00:00:00Z,1760,2
1891460,1760/12,JEVW,buried,6,St John the Evangelist Westminster,1760-02-27T00:00:00Z,1760,2
1891461,1760/12,MRGW,buried,18,St Margaret Westminster,1760-02-27T00:00:00Z,1760,2
1891462,1760/12,MITF,buried,18,St Martin in the Fields,1760-02-27T00:00:00Z,1760,2
1891463,1760/12,MALS,buried,3,St Mary le Strand,1760-02-27T00:00:00Z,1760,2
1891465,1760/12,PCOV,buried,17,St Paul Covent Garden,1760-02-27T00:00:00Z,1760,2
1891767,1760/13,CLED,buried,11,St Clement Danes,1760-03-05T00:00:00Z,1760,3
1891768,1760/13,GEHS,buried,18,St George Hanover Square,1760-03-05T00:00:00Z,1760,3
1891769,1760/13,JSFI,buried,9,St James Westminster,1760-03-05T00:00:00Z,1760,3
1891770,1760/13,JEVW,buried,8,St John the Evangelist Westminster,1760-03-05T00:00:00Z,1760,3
1891771,1760/13,MRGW,buried,20,St Margaret Westminster,1760-03-05T00:00:00Z,1760,3
1891772,1760/13,MITF,buried,15,St Martin in the Fields,1760-03-05T00:00:00Z,1760,3
1892077,1760/14,CLED,buried,4,St Clement Danes,1760-03-12T00:00:00Z,1760,3
1892078,1760/14,GEHS,buried,14,St George Hanover Square,1760-03-12T00:00:00Z,1760,3
1892079,1760/14,JSFI,buried,19,St James Westminster,1760-03-12T00:00:00Z,1760,3
1892081,1760/14,MRGW,buried,13,St Margaret Westminster,1760-03-12T00:00:00Z,1760,3
1892082,1760/14,MITF,buried,19,St Martin in the Fields,1760-03-12T00:00:00Z,1760,3
1892387,1760/15,CLED,buried,6,St Clement Danes,1760-03-19T00:00:00Z,1760,3
1892388,1760/15,GEHS,buried,16,St George Hanover Square,1760-03-19T00:00:00Z,1760,3
1892389,1760/15,JSFI,buried,23,St James Westminster,1760-03-19T00:00:00Z,1760,3
1892390,1760/15,JEVW,buried,7,St John the Evangelist Westminster,1760-03-19T00:00:00Z,1760,3
1892391,1760/15,MRGW,buried,18,St Margaret Westminster,1760-03-19T00:00:00Z,1760,3
1892392,1760/15,MITF,buried,19,St Martin in the Fields,1760-03-19T00:00:00Z,1760,3
1892393,1760/15,MALS,buried,6,St Mary le Strand,1760-03-19T00:00:00Z,1760,3
1892395,1760/15,PCOV,buried,6,St Paul Covent Garden,1760-03-19T00:00:00Z,1760,3
1892696,1760/16,ANWS,buried,12,St Anne Soho,1760-03-26T00:00:00Z,1760,3
1892697,1760/16,CLED,buried,8,St Clement Danes,1760-03-26T00:00:00Z,1760,3
1892698,1760/16,GEHS,buried,16,St George Hanover Square,1760-03-26T00:00:00Z,1760,3
1892699,1760/16,JSFI,buried,14,St James Westminster,1760-03-26T00:00:00Z,1760,3
1892700,1760/16,JEVW,buried,10,St John the Evangelist Westminster,1760-03-26T00:00:00Z,1760,3
1892701,1760/16,MRGW,buried,24,St Margaret Westminster,1760-03-26T00:00:00Z,1760,3
1892702,1760/16,MITF,buried,20,St Martin in the Fields,1760-03-26T00:00:00Z,1760,3
1893317,1760/18,CLED,buried,5,St Clement Danes,1760-04-09T00:00:00Z,1760,4
1893318,1760/18,GEHS,buried,10,St George Hanover Square,1760-04-09T00:00:00Z,1760,4
1893319,1760/18,JSFI,buried,28,St James Westminster,1760-04-09T00:00:00Z,1760,4
1893320,1760/18,JEVW,buried,2,St John the Evangelist Westminster,1760-04-09T00:00:00Z,1760,4
1893321,1760/18,MRGW,buried,25,St Margaret Westminster,1760-04-09T00:00:00Z,1760,4
1893322,1760/18,MITF,buried,11,St Martin in the Fields,1760-04-09T00:00:00Z,1760,4
1893325,1760/18,PCOV,buried,12,St Paul Covent Garden,1760-04-09T00:00:00Z,1760,4
1893627,1760/19,CLED,buried,4,St Clement Danes,1760-04-16T00:00:00Z,1760,4
1893628,1760/19,GEHS,buried,10,St George Hanover Square,1760-04-16T00:00:00Z,1760,4
1893629,1760/19,JSFI,buried,7,St James Westminster,1760-04-16T00:00:00Z,1760,4
1893631,1760/19,MRGW,buried,18,St Margaret Westminster,1760-04-16T00:00:00Z,1760,4
1893632,1760/19,MITF,buried,13,St Martin in the Fields,1760-04-16T00:00:00Z,1760,4
1893633,1760/19,MALS,buried,3,St Mary le Strand,1760-04-16T00:00:00Z,1760,4
1893936,1760/20,ANWS,buried,9,St Anne Soho,1760-04-23T00:00:00Z,1760,4
1893937,1760/20,CLED,buried,4,St Clement Danes,1760-04-23T00:00:00Z,1760,4
1893938,1760/20,GEHS,buried,16,St George Hanover Square,1760-04-23T00:00:00Z,1760,4
1893939,1760/20,JSFI,buried,18,St James Westminster,1760-04-23T00:00:00Z,1760,4
1893940,1760/20,JEVW,buried,8,St John the Evangelist Westminster,1760-04-23T00:00:00Z,1760,4
1893941,1760/20,MRGW,buried,12,St Margaret Westminster,1760-04-23T00:00:00Z,1760,4
1893942,1760/20,MITF,buried,16,St Martin in the Fields,1760-04-23T00:00:00Z,1760,4
1894247,1760/21,CLED,buried,2,St Clement Danes,1760-04-30T00:00:00Z,1760,4
1894248,1760/21,GEHS,buried,7,St George Hanover Square,1760-04-30T00:00:00Z,1760,4
1894249,1760/21,JSFI,buried,9,St James Westminster,1760-04-30T00:00:00Z,1760,4
1894251,1760/21,MRGW,buried,17,St Margaret Westminster,1760-04-30T00:00:00Z,1760,4
1894252,1760/21,MITF,buried,13,St Martin in the Fields,1760-04-30T00:00:00Z,1760,4
1894255,1760/21,PCOV,buried,10,St Paul Covent Garden,1760-04-30T00:00:00Z,1760,4
1894557,1760/22,CLED,buried,6,St Clement Danes,1760-05-07T00:00:00Z,1760,5
1894558,1760/22,GEHS,buried,8,St George Hanover Square,1760-05-07T00:00:00Z,1760,5
1894559,1760/22,JSFI,buried,25,St James Westminster,1760-05-07T00:00:00Z,1760,5
1894560,1760/22,JEVW,buried,7,St John the Evangelist Westminster,1760-05-07T00:00:00Z,1760,5
1894561,1760/22,MRGW,buried,15,St Margaret Westminster,1760-05-07T00:00:00Z,1760,5
1894562,1760/22,MITF,buried,13,St Martin in the Fields,1760-05-07T00:00:00Z,1760,5
1894866,1760/23,ANWS,buried,15,St Anne Soho,1760-05-14T00:00:00Z,1760,5
1894867,1760/23,CLED,buried,6,St Clement Danes,1760-05-14T00:00:00Z,1760,5
1894868,1760/23,GEHS,buried,8,St George Hanover Square,1760-05-14T00:00:00Z,1760,5
1894869,1760/23,JSFI,buried,18,St James Westminster,1760-05-14T00:00:00Z,1760,5
1894871,1760/23,MRGW,buried,13,St Margaret Westminster,1760-05-14T00:00:00Z,1760,5
1894872,1760/23,MITF,buried,17,St Martin in the Fields,1760-05-14T00:00:00Z,1760,5
1895177,1760/24,CLED,buried,8,St Clement Danes,1760-05-21T00:00:00Z,1760,5
1895178,1760/24,GEHS,buried,10,St George Hanover Square,1760-05-21T00:00:00Z,1760,5
1895179,1760/24,JSFI,buried,19,St James Westminster,1760-05-21T00:00:00Z,1760,5
1895181,1760/24,MRGW,buried,21,St Margaret Westminster,1760-05-21T00:00:00Z,1760,5
1895182,1760/24,MITF,buried,13,St Martin in the Fields,1760-05-21T00:00:00Z,1760,5
1895487,1760/25,CLED,buried,4,St Clement Danes,1760-05-28T00:00:00Z,1760,5
1895488,1760/25,GEHS,buried,16,St George Hanover Square,1760-05-28T00:00:00Z,1760,5
1895489,1760/25,JSFI,buried,19,St James Westminster,1760-05-28T00:00:00Z,1760,5
1895491,1760/25,MRGW,buried,17,St Margaret Westminster,1760-05-28T00:00:00Z,1760,5
1895492,1760/25,MITF,buried,17,St Martin in the Fields,1760-05-28T00:00:00Z,1760,5
1895797,1760/26,CLED,buried,10,St Clement Danes,1760-06-04T00:00:00Z,1760,6
1895798,1760/26,GEHS,buried,16,St George Hanover Square,1760-06-04T00:00:00Z,1760,6
1895799,1760/26,JSFI,buried,11,St James Westminster,1760-06-04T00:00:00Z,1760,6
1895800,1760/26,JEVW,buried,19,St John the Evangelist Westminster,1760-06-04T00:00:00Z,1760,6
1895801,1760/26,MRGW,buried,20,St Margaret Westminster,1760-06-04T00:00:00Z,1760,6
1895802,1760/26,MITF,buried,12,St Martin in the Fields,1760-06-04T00:00:00Z,1760,6
1895803,1760/26,MALS,buried,4,St Mary le Strand,1760-06-04T00:00:00Z,1760,6
1895805,1760/26,PCOV,buried,9,St Paul Covent Garden,1760-06-04T00:00:00Z,1760,6
1896106,1760/27,ANWS,buried,15,St Anne Soho,1760-06-11T00:00:00Z,1760,6
1896107,1760/27,CLED,buried,10,St Clement Danes,1760-06-11T00:00:00Z,1760,6
1896108,1760/27,GEHS,buried,10,St George Hanover Square,1760-06-11T00:00:00Z,1760,6
1896111,1760/27,MRGW,buried,17,St Margaret Westminster,1760-06-11T00:00:00Z,1760,6
1896112,1760/27,MITF,buried,6,St Martin in the Fields,1760-06-11T00:00:00Z,1760,6
1896417,1760/28,CLED,buried,4,St Clement Danes,1760-06-18T00:00:00Z,1760,6
1896418,1760/28,GEHS,buried,10,St George Hanover Square,1760-06-18T00:00:00Z,1760,6
1896419,1760/28,JSFI,buried,12,St James Westminster,1760-06-18T00:00:00Z,1760,6
1896420,1760/28,JEVW,buried,9,St John the Evangelist Westminster,1760-06-18T00:00:00Z,1760,6
1896421,1760/28,MRGW,buried,21,St Margaret Westminster,1760-06-18T00:00:00Z,1760,6
1896422,1760/28,MITF,buried,10,St Martin in the Fields,1760-06-18T00:00:00Z,1760,6
1896727,1760/29,CLED,buried,6,St Clement Danes,1760-06-25T00:00:00Z,1760,6
1896728,1760/29,GEHS,buried,8,St George Hanover Square,1760-06-25T00:00:00Z,1760,6
1896729,1760/29,JSFI,buried,13,St James Westminster,1760-06-25T00:00:00Z,1760,6
1896730,1760/29,JEVW,buried,13,St John the Evangelist Westminster,1760-06-25T00:00:00Z,1760,6
1896731,1760/29,MRGW,buried,19,St Margaret Westminster,1760-06-25T00:00:00Z,1760,6
1896732,1760/29,MITF,buried,11,St Martin in the Fields,1760-06-25T00:00:00Z,1760,6
1896733,1760/29,MALS,buried,3,St Mary le Strand,1760-06-25T00:00:00Z,1760,6
1896735,1760/29,PCOV,buried,4,St Paul Covent Garden,1760-06-25T00:00:00Z,1760,6
1897037,1760/30,CLED,buried,3,St Clement Danes,1760-07-02T00:00:00Z,1760,7
1897038,1760/30,GEHS,buried,11,St George Hanover Square,1760-07-02T00:00:00Z,1760,7
1897039,1760/30,JSFI,buried,7,St James Westminster,1760-07-02T00:00:00Z,1760,7
1897041,1760/30,MRGW,buried,18,St Margaret Westminster,1760-07-02T00:00:00Z,1760,7
1897042,1760/30,MITF,buried,14,St Martin in the Fields,1760-07-02T00:00:00Z,1760,7
1897347,1760/31,CLED,buried,4,St Clement Danes,1760-07-09T00:00:00Z,1760,7
1897348,1760/31,GEHS,buried,12,St George Hanover Square,1760-07-09T00:00:00Z,1760,7
1897349,1760/31,JSFI,buried,13,St James Westminster,1760-07-09T00:00:00Z,1760,7
1897350,1760/31,JEVW,buried,8,St John the Evangelist Westminster,1760-07-09T00:00:00Z,1760,7
1897351,1760/31,MRGW,buried,17,St Margaret Westminster,1760-07-09T00:00:00Z,1760,7
1897352,1760/31,MITF,buried,12,St Martin in the Fields,1760-07-09T00:00:00Z,1760,7
1897657,1760/32,CLED,buried,7,St Clement Danes,1760-07-16T00:00:00Z,1760,7
1897658,1760/32,GEHS,buried,9,St George Hanover Square,1760-07-16T00:00:00Z,1760,7
1897659,1760/32,JSFI,buried,15,St James Westminster,1760-07-16T00:00:00Z,1760,7
1897661,1760/32,MRGW,buried,10,St Margaret Westminster,1760-07-16T00:00:00Z,1760,7
1897662,1760/32,MITF,buried,10,St Martin in the Fields,1760-07-16T00:00:00Z,1760,7
1897663,1760/32,MALS,buried,6,St Mary le Strand,1760-07-16T00:00:00Z,1760,7
1897665,1760/32,PCOV,buried,6,St Paul Covent Garden,1760-07-16T00:00:00Z,1760,7
1897966,1760/33,ANWS,buried,9,St Anne Soho,1760-07-23T00:00:00Z,1760,7
1897967,1760/33,CLED,buried,3,St Clement Danes,1760-07-23T00:00:00Z,1760,7
1897968,1760/33,GEHS,buried,16,St George Hanover Square,1760-07-23T00:00:00Z,1760,7
1897969,1760/33,JSFI,buried,8,St James Westminster,1760-07-23T00:00:00Z,1760,7
1897970,1760/33,JEVW,buried,10,St John the Evangelist Westminster,1760-07-23T00:00:00Z,1760,7
1897971,1760/33,MRGW,buried,12,St Margaret Westminster,1760-07-23T00:00:00Z,1760,7
1897972,1760/33,MITF,buried,15,St Martin in the Fields,1760-07-23T00:00:00Z,1760,7
1898277,1760/34,CLED,buried,5,St Clement Danes,1760-07-30T00:00:00Z,1760,7
1898278,1760/34,GEHS,buried,22,St George Hanover Square,1760-07-30T00:00:00Z,1760,7
1898279,1760/34,JSFI,buried,9,St James Westminster,1760-07-30T00:00:00Z,1760,7
1898281,1760/34,MRGW,buried,12,St Margaret Westminster,1760-07-30T00:00:00Z,1760,7
1898282,1760/34,MITF,buried,13,St Martin in the Fields,1760-07-30T00:00:00Z,1760,7
1898587,1760/35,CLED,buried,5,St Clement Danes,1760-08-06T00:00:00Z,1760,8
1898588,1760/35,GEHS,buried,24,St George Hanover Square,1760-08-06T00:00:00Z,1760,8
1898589,1760/35,JSFI,buried,14,St James Westminster,1760-08-06T00:00:00Z,1760,8
1898590,1760/35,JEVW,buried,7,St John the Evangelist Westminster,1760-08-06T00:00:00Z,1760,8
1898591,1760/35,MRGW,buried,11,St Margaret Westminster,1760-08-06T00:00:00Z,1760,8
1898592,1760/35,MITF,buried,7,St Martin in the Fields,1760-08-06T00:00:00Z,1760,8
1898897,1760/36,CLED,buried,4,St Clement Danes,1760-08-13T00:00:00Z,1760,8
1898899,1760/36,JSFI,buried,12,St James Westminster,1760-08-13T00:00:00Z,1760,8
1898901,1760/36,MRGW,buried,9,St Margaret Westminster,1760-08-13T00:00:00Z,1760,8
1898902,1760/36,MITF,buried,16,St Martin in the Fields,1760-08-13T00:00:00Z,1760,8
1898905,1760/36,PCOV,buried,11,St Paul Covent Garden,1760-08-13T00:00:00Z,1760,8
1899206,1760/37,ANWS,buried,12,St Anne Soho,1760-08-20T00:00:00Z,1760,8
1899207,1760/37,CLED,buried,8,St Clement Danes,1760-08-20T00:00:00Z,1760,8
1899208,1760/37,GEHS,buried,24,St George Hanover Square,1760-08-20T00:00:00Z,1760,8
1899209,1760/37,JSFI,buried,7,St James Westminster,1760-08-20T00:00:00Z,1760,8
1899210,1760/37,JEVW,buried,7,St John the Evangelist Westminster,1760-08-20T00:00:00Z,1760,8
1899211,1760/37,MRGW,buried,12,St Margaret Westminster,1760-08-20T00:00:00Z,1760,8
1899212,1760/37,MITF,buried,12,St Martin in the Fields,1760-08-20T00:00:00Z,1760,8
1899517,1760/38,CLED,buried,7,St Clement Danes,1760-08-27T00:00:00Z,1760,8
1899518,1760/38,GEHS,buried,5,St George Hanover Square,1760-08-27T00:00:00Z,1760,8
1899519,1760/38,JSFI,buried,7,St James Westminster,1760-08-27T00:00:00Z,1760,8
1899521,1760/38,MRGW,buried,8,St Margaret Westminster,1760-08-27T00:00:00Z,1760,8
1899522,1760/38,MITF,buried,4,St Martin in the Fields,1760-08-27T00:00:00Z,1760,8
1899525,1760/38,PCOV,buried,8,St Paul Covent Garden,1760-08-27T00:00:00Z,1760,8
1899827,1760/39,CLED,buried,8,St Clement Danes,1760-09-03T00:00:00Z,1760,9
1899828,1760/39,GEHS,buried,4,St George Hanover Square,1760-09-03T00:00:00Z,1760,9
1899829,1760/39,JSFI,buried,17,St James Westminster,1760-09-03T00:00:00Z,1760,9
1899831,1760/39,MRGW,buried,7,St Margaret Westminster,1760-09-03T00:00:00Z,1760,9
1899832,1760/39,MITF,buried,9,St Martin in the Fields,1760-09-03T00:00:00Z,1760,9
1900137,1760/40,CLED,buried,4,St Clement Danes,1760-09-10T00:00:00Z,1760,9
1900138,1760/40,GEHS,buried,6,St George Hanover Square,1760-09-10T00:00:00Z,1760,9
1900139,1760/40,JSFI,buried,11,St James Westminster,1760-09-10T00:00:00Z,1760,9
1900140,1760/40,JEVW,buried,5,St John the Evangelist Westminster,1760-09-10T00:00:00Z,1760,9
1900141,1760/40,MRGW,buried,9,St Margaret Westminster,1760-09-10T00:00:00Z,1760,9
1900142,1760/40,MITF,buried,22,St Martin in the Fields,1760-09-10T00:00:00Z,1760,9
1900143,1760/40,MALS,buried,2,St Mary le Strand,1760-09-10T00:00:00Z,1760,9
1900446,1760/41,ANWS,buried,7,St Anne Soho,1760-09-17T00:00:00Z,1760,9
1900447,1760/41,CLED,buried,7,St Clement Danes,1760-09-17T00:00:00Z,1760,9
1900448,1760/41,GEHS,buried,9,St George Hanover Square,1760-09-17T00:00:00Z,1760,9
1900449,1760/41,JSFI,buried,14,St James Westminster,1760-09-17T00:00:00Z,1760,9
1900451,1760/41,MRGW,buried,4,St Margaret Westminster,1760-09-17T00:00:00Z,1760,9
1900452,1760/41,MITF,buried,15,St Martin in the Fields,1760-09-17T00:00:00Z,1760,9
1900455,1760/41,PCOV,buried,6,St Paul Covent Garden,1760-09-17T00:00:00Z,1760,9
1900757,1760/42,CLED,buried,6,St Clement Danes,1760-09-24T00:00:00Z,1760,9
1900758,1760/42,GEHS,buried,8,St George Hanover Square,1760-09-24T00:00:00Z,1760,9
1900760,1760/42,JEVW,buried,9,St John the Evangelist Westminster,1760-09-24T00:00:00Z,1760,9
1900761,1760/42,MRGW,buried,12,St Margaret Westminster,1760-09-24T00:00:00Z,1760,9
1900762,1760/42,MITF,buried,9,St Martin in the Fields,1760-09-24T00:00:00Z,1760,9
1900763,1760/42,MALS,buried,10,St Mary le Strand,1760-09-24T00:00:00Z,1760,9
1901068,1760/43,GEHS,buried,9,St George Hanover Square,1760-10-01T00:00:00Z,1760,10
1901069,1760/43,JSFI,buried,18,St James Westminster,1760-10-01T00:00:00Z,1760,10
1901071,1760/43,MRGW,buried,5,St Margaret Westminster,1760-10-01T00:00:00Z,1760,10
1901072,1760/43,MITF,buried,8,St Martin in the Fields,1760-10-01T00:00:00Z,1760,10
1901376,1760/44,ANWS,buried,8,St Anne Soho,1760-10-08T00:00:00Z,1760,10
1901378,1760/44,GEHS,buried,14,St George Hanover Square,1760-10-08T00:00:00Z,1760,10
1901379,1760/44,JSFI,buried,6,St James Westminster,1760-10-08T00:00:00Z,1760,10
1901380,1760/44,JEVW,buried,5,St John the Evangelist Westminster,1760-10-08T00:00:00Z,1760,10
1901381,1760/44,MRGW,buried,13,St Margaret Westminster,1760-10-08T00:00:00Z,1760,10
1901382,1760/44,MITF,buried,8,St Martin in the Fields,1760-10-08T00:00:00Z,1760,10
1901383,1760/44,MALS,buried,2,St Mary le Strand,1760-10-08T00:00:00Z,1760,10
1901686,1760/45,ANWS,buried,9,St Anne Soho,1760-10-15T00:00:00Z,1760,10
1901687,1760/45,CLED,buried,5,St Clement Danes,1760-10-15T00:00:00Z,1760,10
1901688,1760/45,GEHS,buried,18,St George Hanover Square,1760-10-15T00:00:00Z,1760,10
1901689,1760/45,JSFI,buried,9,St James Westminster,1760-10-15T00:00:00Z,1760,10
1901691,1760/45,MRGW,buried,13,St Margaret Westminster,1760-10-15T00:00:00Z,1760,10
1901692,1760/45,MITF,buried,18,St Martin in the Fields,1760-10-15T00:00:00Z,1760,10
1901997,1760/46,CLED,buried,2,St Clement Danes,1760-10-22T00:00:00Z,1760,10
1901998,1760/46,GEHS,buried,18,St George Hanover Square,1760-10-22T00:00:00Z,1760,10
1901999,1760/46,JSFI,buried,16,St James Westminster,1760-10-22T00:00:00Z,1760,10
1902000,1760/46,JEVW,buried,3,St John the Evangelist Westminster,1760-10-22T00:00:00Z,1760,10
1902001,1760/46,MRGW,buried,16,St Margaret Westminster,1760-10-22T00:00:00Z,1760,10
1902002,1760/46,MITF,buried,12,St Martin in the Fields,1760-10-22T00:00:00Z,1760,10
1902005,1760/46,PCOV,buried,10,St Paul Covent Garden,1760-10-22T00:00:00Z,1760,10
1902307,1760/47,CLED,buried,4,St Clement Danes,1760-10-29T00:00:00Z,1760,10
1902308,1760/47,GEHS,buried,20,St George Hanover Square,1760-10-29T00:00:00Z,1760,10
1902309,1760/47,JSFI,buried,18,St James Westminster,1760-10-29T00:00:00Z,1760,10
1902311,1760/47,MRGW,buried,12,St Margaret Westminster,1760-10-29T00:00:00Z,1760,10
1902312,1760/47,MITF,buried,13,St Martin in the Fields,1760-10-29T00:00:00Z,1760,10
1902616,1760/48,ANWS,buried,8,St Anne Soho,1760-11-05T00:00:00Z,1760,11
1902617,1760/48,CLED,buried,8,St Clement Danes,1760-11-05T00:00:00Z,1760,11
1902618,1760/48,GEHS,buried,24,St George Hanover Square,1760-11-05T00:00:00Z,1760,11
1902619,1760/48,JSFI,buried,17,St James Westminster,1760-11-05T00:00:00Z,1760,11
1902620,1760/48,JEVW,buried,10,St John the Evangelist Westminster,1760-11-05T00:00:00Z,1760,11
1902621,1760/48,MRGW,buried,4,St Margaret Westminster,1760-11-05T00:00:00Z,1760,11
1902622,1760/48,MITF,buried,13,St Martin in the Fields,1760-11-05T00:00:00Z,1760,11
1902623,1760/48,MALS,buried,3,St Mary le Strand,1760-11-05T00:00:00Z,1760,11
1902926,1760/49,ANWS,buried,6,St Anne Soho,1760-11-12T00:00:00Z,1760,11
1902927,1760/49,CLED,buried,8,St Clement Danes,1760-11-12T00:00:00Z,1760,11
1902928,1760/49,GEHS,buried,12,St George Hanover Square,1760-11-12T00:00:00Z,1760,11
1902929,1760/49,JSFI,buried,18,St James Westminster,1760-11-12T00:00:00Z,1760,11
1902931,1760/49,MRGW,buried,25,St Margaret Westminster,1760-11-12T00:00:00Z,1760,11
1902932,1760/49,MITF,buried,14,St Martin in the Fields,1760-11-12T00:00:00Z,1760,11
1902935,1760/49,PCOV,buried,8,St Paul Covent Garden,1760-11-12T00:00:00Z,1760,11
1903237,1760/50,CLED,buried,7,St Clement Danes,1760-11-19T00:00:00Z,1760,11
1903238,1760/50,GEHS,buried,11,St George Hanover Square,1760-11-19T00:00:00Z,1760,11
1903239,1760/50,JSFI,buried,8,St James Westminster,1760-11-19T00:00:00Z,1760,11
1903240,1760/50,JEVW,buried,2,St John the Evangelist Westminster,1760-11-19T00:00:00Z,1760,11
